ReturnID,SaleID,ReturnDate,Reason,RefundAmount
RET008474,SAL118514,2019-10-20,Defective,1811.56
RET008475,SAL047195,2018-08-23,Wrong Item,1182.57
RET008476,SAL117101,2022-07-09,Late Delivery,8124.02
RET008477,SAL070865,2022-07-29,Customer Changed Mind,1109.72
RET008478,SAL135813,2020-10-19,Wrong Item,2350.69
RET008479,SAL107677,2024-08-08,Defective,1096.11
RET008480,SAL174191,2023-01-16,Defective,4682.35
RET008481,SAL031254,2024-03-03,Wrong Item,514.94
RET008482,SAL010059,2024-10-08,Late Delivery,2151.61
RET008483,SAL116960,2017-04-10,Customer Changed Mind,4747.17
RET008484,SAL145118,2017-05-17,Customer Changed Mind,4283.34
RET008485,SAL052541,2018-09-29,Customer Changed Mind,31.14
RET008486,SAL183489,2022-01-26,Customer Changed Mind,767.7
RET008487,SAL022896,2024-07-09,Wrong Item,689.31
RET008488,SAL137174,2019-04-01,Late Delivery,4084.16
RET008489,SAL088068,2023-04-19,Customer Changed Mind,4607.89
RET008490,SAL196169,2018-08-02,Wrong Item,114.74
RET008491,SAL089969,2024-03-30,Wrong Item,213.09
RET008492,SAL143364,2019-03-05,Defective,9549.65
RET008493,SAL020637,2024-10-19,Customer Changed Mind,6106.05
RET008494,SAL141497,2024-05-30,Defective,4177.35
RET008495,SAL066519,2020-07-22,Late Delivery,1823.58
RET008496,SAL089928,2019-08-18,Defective,1411.01
RET008497,SAL198828,2020-12-25,Defective,6592.43
RET008498,SAL092197,2022-11-30,Late Delivery,2518.81
RET008499,SAL066472,2021-08-14,Late Delivery,2027.74
RET008500,SAL111183,2018-03-11,Defective,940.43
RET008501,SAL014972,2020-06-04,Defective,1813.43
RET008502,SAL076295,2021-10-23,Late Delivery,1402.63
RET008503,SAL109339,2017-11-07,Customer Changed Mind,7960.18
RET008504,SAL132027,2017-09-26,Late Delivery,4700.39
RET008505,SAL086815,2019-07-28,Wrong Item,839.7
RET008506,SAL068417,2021-07-09,Wrong Item,139.3
RET008507,SAL021615,2019-09-20,Late Delivery,7672.62
RET008508,SAL119452,2017-03-26,Customer Changed Mind,5008.13
RET008509,SAL082351,2017-10-18,Defective,6461.55
RET008510,SAL081291,2019-10-14,Customer Changed Mind,377.95
RET008511,SAL048481,2017-12-11,Wrong Item,1383.39
RET008512,SAL078744,2025-01-03,Wrong Item,2194.8
RET008513,SAL020005,2018-02-27,Wrong Item,5664.39
RET008514,SAL153182,2019-06-11,Late Delivery,3298.96
RET008515,SAL177127,2021-11-10,Defective,1455.35
RET008516,SAL092695,2019-09-21,Late Delivery,6904.89
RET008517,SAL013574,2024-07-02,Wrong Item,2081.43
RET008518,SAL189362,2019-04-16,Late Delivery,1286.8
RET008519,SAL074725,2018-11-18,Late Delivery,1855.94
RET008520,SAL129662,2018-10-29,Wrong Item,1183.63
RET008521,SAL051588,2017-09-07,Late Delivery,4017.97
RET008522,SAL064172,2019-05-04,Customer Changed Mind,2113.75
RET008523,SAL065809,2021-10-25,Defective,2061.84
RET008524,SAL042555,2018-10-10,Defective,3896.47
RET008525,SAL167649,2018-03-30,Wrong Item,4379.15
RET008526,SAL083494,2024-04-07,Wrong Item,2321.17
RET008527,SAL137228,2019-01-28,Wrong Item,984.45
RET008528,SAL066536,2024-02-06,Customer Changed Mind,1171.54
RET008529,SAL001710,2017-03-14,Customer Changed Mind,2825.55
RET008530,SAL127767,2020-06-24,Wrong Item,4666.69
RET008531,SAL096836,2022-10-25,Wrong Item,7274.54
RET008532,SAL018847,2023-05-12,Defective,6495.02
RET008533,SAL179929,2023-03-26,Customer Changed Mind,874.2
RET008534,SAL145989,2024-10-25,Late Delivery,1925.89
RET008535,SAL044065,2017-09-24,Customer Changed Mind,2304.59
RET008536,SAL182735,2020-11-17,Customer Changed Mind,905.0
RET008537,SAL061804,2022-09-03,Late Delivery,8027.8
RET008538,SAL014723,2017-10-22,Customer Changed Mind,2898.67
RET008539,SAL175258,2017-02-19,Defective,3747.1
RET008540,SAL103610,2024-10-19,Late Delivery,1736.79
RET008541,SAL044975,2018-05-08,Defective,6543.84
RET008542,SAL079641,2024-01-15,Late Delivery,943.42
RET008543,SAL156557,2019-12-18,Wrong Item,5103.89
RET008544,SAL187764,2024-10-27,Defective,723.1
RET008545,SAL055816,2023-11-20,Customer Changed Mind,1013.04
RET008546,SAL122341,2023-02-19,Defective,4863.62
RET008547,SAL103181,2023-10-22,Late Delivery,6907.89
RET008548,SAL071466,2019-06-19,Customer Changed Mind,4605.55
RET008549,SAL110661,2022-07-31,Wrong Item,9255.58
RET008550,SAL010698,2020-01-20,Late Delivery,672.83
RET008551,SAL072394,2020-02-29,Wrong Item,1081.83
RET008552,SAL126923,2020-02-06,Wrong Item,475.67
RET008553,SAL022836,2023-05-08,Customer Changed Mind,554.08
RET008554,SAL088591,2018-05-15,Customer Changed Mind,41.27
RET008555,SAL112607,2021-04-13,Customer Changed Mind,812.73
RET008556,SAL050425,2021-07-04,Late Delivery,353.72
RET008557,SAL087994,2017-06-16,Customer Changed Mind,6201.29
RET008558,SAL105965,2022-03-16,Defective,295.87
RET008559,SAL007531,2019-08-31,Late Delivery,2440.95
RET008560,SAL133761,2023-03-24,Late Delivery,1842.22
RET008561,SAL056705,2024-06-15,Defective,6265.93
RET008562,SAL027057,2020-01-02,Wrong Item,4369.83
RET008563,SAL126686,2019-11-13,Defective,3417.75
RET008564,SAL014502,2022-12-10,Defective,819.92
RET008565,SAL175588,2019-04-26,Late Delivery,4038.52
RET008566,SAL065214,2017-05-04,Wrong Item,8585.64
RET008567,SAL028694,2024-08-08,Defective,1455.47
RET008568,SAL165119,2017-08-08,Defective,2383.17
RET008569,SAL071089,2023-02-01,Late Delivery,1643.88
RET008570,SAL144291,2018-03-09,Late Delivery,1417.6
RET008571,SAL096658,2018-10-29,Customer Changed Mind,1963.04
RET008572,SAL027189,2024-01-02,Wrong Item,721.16
RET008573,SAL156949,2024-11-23,Wrong Item,3457.95
RET008574,SAL036710,2024-03-10,Wrong Item,8524.93
RET008575,SAL148636,2022-01-20,Customer Changed Mind,3712.28
RET008576,SAL085496,2017-11-04,Defective,3321.99
RET008577,SAL162510,2023-07-15,Defective,745.85
RET008578,SAL175562,2018-02-23,Customer Changed Mind,6218.54
RET008579,SAL130879,2020-07-08,Late Delivery,3739.56
RET008580,SAL138984,2022-11-15,Wrong Item,602.24
RET008581,SAL198112,2024-03-07,Late Delivery,3443.53
RET008582,SAL177832,2018-12-22,Defective,1758.89
RET008583,SAL074612,2022-08-15,Late Delivery,4925.46
RET008584,SAL145644,2020-06-16,Customer Changed Mind,4278.08
RET008585,SAL199925,2022-10-14,Late Delivery,2053.13
RET008586,SAL166385,2017-12-06,Defective,3570.64
RET008587,SAL021575,2020-08-14,Late Delivery,4963.78
RET008588,SAL074905,2020-04-12,Defective,8711.0
RET008589,SAL099266,2018-08-30,Late Delivery,1270.42
RET008590,SAL000457,2022-04-17,Late Delivery,809.48
RET008591,SAL192972,2019-03-25,Customer Changed Mind,4460.33
RET008592,SAL199128,2020-11-25,Customer Changed Mind,3871.9
RET008593,SAL060897,2018-09-07,Late Delivery,5066.28
RET008594,SAL015879,2017-06-30,Wrong Item,5672.92
RET008595,SAL020744,2022-08-19,Late Delivery,6322.43
RET008596,SAL144799,2022-09-22,Customer Changed Mind,2800.22
RET008597,SAL086413,2022-01-27,Late Delivery,3726.75
RET008598,SAL041406,2024-02-02,Defective,190.61
RET008599,SAL185999,2023-08-16,Customer Changed Mind,4112.46
RET008600,SAL157391,2020-09-05,Customer Changed Mind,11.02
RET008601,SAL098795,2023-09-25,Late Delivery,1105.88
RET008602,SAL031629,2020-03-21,Wrong Item,356.94
RET008603,SAL020763,2018-08-18,Wrong Item,2023.59
RET008604,SAL087496,2017-12-14,Defective,1685.08
RET008605,SAL185191,2020-08-23,Defective,598.72
RET008606,SAL134724,2019-01-13,Customer Changed Mind,1358.18
RET008607,SAL199771,2017-07-20,Customer Changed Mind,1249.88
RET008608,SAL094944,2023-06-08,Customer Changed Mind,5859.06
RET008609,SAL091909,2021-12-24,Late Delivery,366.1
RET008610,SAL132450,2019-09-22,Defective,2350.57
RET008611,SAL069915,2022-10-05,Defective,4625.44
RET008612,SAL080400,2021-10-11,Defective,2747.59
RET008613,SAL059835,2018-10-28,Defective,199.08
RET008614,SAL040451,2021-05-17,Defective,297.09
RET008615,SAL160262,2019-03-24,Defective,84.9
RET008616,SAL097366,2021-03-02,Defective,3041.51
RET008617,SAL072871,2024-02-22,Customer Changed Mind,3792.58
RET008618,SAL138979,2021-07-01,Late Delivery,6709.77
RET008619,SAL121884,2023-03-02,Late Delivery,404.22
RET008620,SAL171323,2021-11-23,Late Delivery,652.91
RET008621,SAL132255,2024-06-11,Late Delivery,1289.08
RET008622,SAL105587,2022-12-01,Wrong Item,7115.34
RET008623,SAL115189,2021-12-07,Wrong Item,4587.61
RET008624,SAL161489,2024-04-22,Defective,3940.25
RET008625,SAL036772,2024-06-13,Customer Changed Mind,739.73
RET008626,SAL165063,2019-07-03,Late Delivery,1814.96
RET008627,SAL179391,2024-02-05,Defective,4725.85
RET008628,SAL138794,2019-06-14,Wrong Item,673.96
RET008629,SAL048023,2022-08-04,Customer Changed Mind,2812.89
RET008630,SAL034697,2024-05-27,Late Delivery,3652.06
RET008631,SAL114469,2021-01-10,Wrong Item,306.94
RET008632,SAL070234,2021-03-02,Customer Changed Mind,3306.62
RET008633,SAL024290,2024-11-02,Customer Changed Mind,1368.71
RET008634,SAL137483,2024-04-16,Defective,2433.71
RET008635,SAL111203,2024-01-26,Customer Changed Mind,484.4
RET008636,SAL113785,2022-02-27,Defective,2458.89
RET008637,SAL157548,2023-05-01,Defective,1464.03
RET008638,SAL086299,2018-04-17,Customer Changed Mind,3760.51
RET008639,SAL121365,2021-07-15,Late Delivery,9869.76
RET008640,SAL116131,2019-09-08,Late Delivery,2691.44
RET008641,SAL020394,2020-04-01,Wrong Item,8551.65
RET008642,SAL009289,2021-07-01,Customer Changed Mind,1839.55
RET008643,SAL117108,2017-06-07,Defective,4968.15
RET008644,SAL017172,2022-03-11,Defective,5572.7
RET008645,SAL098125,2021-05-09,Late Delivery,5308.45
RET008646,SAL186165,2023-12-07,Wrong Item,-30.15
RET008647,SAL189147,2017-03-22,Late Delivery,3730.98
RET008648,SAL068737,2019-01-23,Customer Changed Mind,4489.1
RET008649,SAL032951,2020-08-08,Customer Changed Mind,6308.56
RET008650,SAL054443,2022-08-14,Late Delivery,497.19
RET008651,SAL104130,2017-04-24,Defective,3280.45
RET008652,SAL072302,2019-05-17,Defective,2074.71
RET008653,SAL119079,2023-08-10,Defective,877.59
RET008654,SAL135916,2024-09-10,Late Delivery,5032.7
RET008655,SAL014323,2023-08-08,Defective,4121.82
RET008656,SAL158945,2020-09-02,Defective,400.62
RET008657,SAL166499,2021-11-07,Customer Changed Mind,-44.35
RET008658,SAL040214,2019-04-27,Late Delivery,2693.78
RET008659,SAL190856,2023-04-08,Late Delivery,2161.08
RET008660,SAL051309,2020-08-04,Customer Changed Mind,3776.52
RET008661,SAL103814,2017-10-16,Wrong Item,4517.95
RET008662,SAL178990,2018-12-23,Defective,2186.3
RET008663,SAL150384,2017-06-16,Late Delivery,4461.76
RET008664,SAL187580,2020-01-11,Wrong Item,4203.85
RET008665,SAL112926,2024-11-02,Defective,1020.26
RET008666,SAL042693,2021-05-05,Late Delivery,506.88
RET008667,SAL019307,2017-02-11,Late Delivery,2836.09
RET008668,SAL152092,2022-12-06,Customer Changed Mind,3199.36
RET008669,SAL051773,2021-05-02,Customer Changed Mind,3305.85
RET008670,SAL033551,2018-11-01,Late Delivery,1971.71
RET008671,SAL155814,2022-09-13,Defective,2669.78
RET008672,SAL188116,2019-06-27,Customer Changed Mind,1047.56
RET008673,SAL177252,2019-11-01,Defective,6721.61
RET008674,SAL033617,2024-01-27,Wrong Item,2758.25
RET008675,SAL029659,2021-08-11,Customer Changed Mind,3925.21
RET008676,SAL034501,2017-10-16,Late Delivery,6678.17
RET008677,SAL118791,2021-07-03,Wrong Item,3681.65
RET008678,SAL164652,2023-10-29,Late Delivery,1797.68
RET008679,SAL048244,2022-11-25,Customer Changed Mind,5104.63
RET008680,SAL089462,2019-08-06,Wrong Item,2393.07
RET008681,SAL168016,2019-07-21,Customer Changed Mind,1470.28
RET008682,SAL138745,2021-09-13,Late Delivery,854.81
RET008683,SAL003807,2018-08-08,Customer Changed Mind,875.18
RET008684,SAL146222,2022-03-14,Wrong Item,1096.35
RET008685,SAL098542,2022-03-12,Customer Changed Mind,39.03
RET008686,SAL079039,2024-02-02,Defective,248.18
RET008687,SAL017123,2020-01-13,Late Delivery,1541.87
RET008688,SAL084659,2019-09-15,Customer Changed Mind,6876.89
RET008689,SAL162711,2023-11-21,Customer Changed Mind,7360.88
RET008690,SAL039430,2022-12-21,Wrong Item,3860.22
RET008691,SAL030533,2024-01-17,Customer Changed Mind,1458.12
RET008692,SAL155234,2018-03-10,Defective,7431.27
RET008693,SAL148241,2018-11-09,Customer Changed Mind,9654.06
RET008694,SAL063145,2020-07-25,Customer Changed Mind,2643.7
RET008695,SAL134722,2018-08-23,Defective,223.24
RET008696,SAL143811,2023-01-11,Customer Changed Mind,1523.56
RET008697,SAL064152,2022-09-05,Customer Changed Mind,1921.91
RET008698,SAL071598,2020-03-16,Wrong Item,4671.15
RET008699,SAL177278,2024-08-27,Wrong Item,581.89
RET008700,SAL063454,2018-05-09,Defective,1673.91
RET008701,SAL129013,2023-06-04,Wrong Item,3708.04
RET008702,SAL164678,2019-01-16,Wrong Item,1157.15
RET008703,SAL048621,2021-02-16,Defective,918.85
RET008704,SAL157860,2022-03-14,Customer Changed Mind,1076.99
RET008705,SAL005529,2021-01-23,Customer Changed Mind,997.57
RET008706,SAL127210,2023-06-24,Wrong Item,1816.44
RET008707,SAL187521,2024-06-05,Defective,737.43
RET008708,SAL068832,2017-05-28,Late Delivery,2026.8
RET008709,SAL106684,2023-02-24,Late Delivery,6996.44
RET008710,SAL035396,2023-03-03,Wrong Item,656.36
RET008711,SAL145743,2021-11-16,Late Delivery,7423.44
RET008712,SAL062732,2019-05-01,Late Delivery,2001.56
RET008713,SAL033433,2018-08-01,Late Delivery,2229.65
RET008714,SAL069661,2017-11-24,Wrong Item,4913.83
RET008715,SAL009738,2023-12-07,Wrong Item,971.09
RET008716,SAL074459,2021-03-27,Wrong Item,4787.22
RET008717,SAL049551,2018-02-10,Customer Changed Mind,764.97
RET008718,SAL075767,2020-02-26,Customer Changed Mind,1662.63
RET008719,SAL101826,2018-08-27,Customer Changed Mind,3702.17
RET008720,SAL002942,2020-02-29,Defective,5996.99
RET008721,SAL194806,2022-09-19,Wrong Item,243.96
RET008722,SAL043447,2023-10-11,Customer Changed Mind,210.7
RET008723,SAL059996,2018-01-21,Wrong Item,1475.65
RET008724,SAL135213,2023-10-20,Late Delivery,4352.76
RET008725,SAL009188,2017-04-08,Defective,1344.32
RET008726,SAL157987,2017-07-27,Wrong Item,698.05
RET008727,SAL108754,2020-09-13,Customer Changed Mind,1334.98
RET008728,SAL067662,2020-02-04,Defective,5354.74
RET008729,SAL094597,2019-11-27,Defective,5025.94
RET008730,SAL151026,2019-02-27,Wrong Item,3141.36
RET008731,SAL024533,2021-09-20,Defective,7463.06
RET008732,SAL101039,2018-07-05,Customer Changed Mind,3233.64
RET008733,SAL097865,2018-06-02,Customer Changed Mind,4108.67
RET008734,SAL031706,2019-09-22,Customer Changed Mind,130.84
RET008735,SAL138948,2022-04-14,Customer Changed Mind,200.87
RET008736,SAL112151,2022-08-17,Wrong Item,6803.23
RET008737,SAL021733,2023-11-03,Late Delivery,1931.47
RET008738,SAL147245,2018-11-29,Wrong Item,7077.42
RET008739,SAL024982,2019-09-16,Late Delivery,1014.71
RET008740,SAL131007,2022-04-15,Customer Changed Mind,178.1
RET008741,SAL197044,2020-02-21,Customer Changed Mind,3316.87
RET008742,SAL148156,2022-12-19,Wrong Item,2706.76
RET008743,SAL078966,2021-10-01,Wrong Item,4345.75
RET008744,SAL088525,2024-12-31,Wrong Item,5905.55
RET008745,SAL026584,2022-12-27,Defective,8770.48
RET008746,SAL186872,2019-12-05,Defective,489.52
RET008747,SAL092132,2017-07-13,Wrong Item,283.21
RET008748,SAL144415,2019-01-25,Defective,684.18
RET008749,SAL196730,2023-01-29,Customer Changed Mind,6228.65
RET008750,SAL005491,2018-08-21,Customer Changed Mind,1768.8
RET008751,SAL089460,2024-07-19,Defective,2284.95
RET008752,SAL189632,2020-10-08,Customer Changed Mind,528.94
RET008753,SAL019235,2018-03-31,Customer Changed Mind,1605.95
RET008754,SAL187272,2020-03-09,Customer Changed Mind,4788.66
RET008755,SAL043778,2023-03-27,Customer Changed Mind,1836.64
RET008756,SAL030486,2017-10-13,Customer Changed Mind,4773.58
RET008757,SAL041103,2018-09-15,Customer Changed Mind,519.87
RET008758,SAL103029,2022-03-10,Defective,4016.63
RET008759,SAL119213,2018-06-03,Defective,2395.66
RET008760,SAL079898,2022-02-28,Late Delivery,6711.85
RET008761,SAL151795,2019-05-26,Customer Changed Mind,7020.81
RET008762,SAL053258,2022-02-17,Wrong Item,3260.11
RET008763,SAL074479,2018-04-29,Defective,1485.17
RET008764,SAL146227,2019-08-05,Defective,4816.73
RET008765,SAL110626,2017-02-25,Wrong Item,3955.19
RET008766,SAL050083,2019-02-18,Wrong Item,123.81
RET008767,SAL167803,2018-09-28,Defective,3794.59
RET008768,SAL098809,2019-12-14,Wrong Item,6635.58
RET008769,SAL161850,2021-07-17,Late Delivery,2152.25
RET008770,SAL108921,2024-01-21,Customer Changed Mind,282.86
RET008771,SAL140674,2017-02-25,Defective,1153.17
RET008772,SAL197465,2021-03-10,Customer Changed Mind,1670.87
RET008773,SAL096211,2024-08-24,Wrong Item,3288.64
RET008774,SAL152184,2020-11-09,Defective,1671.01
RET008775,SAL060194,2018-01-26,Defective,1786.4
RET008776,SAL164581,2024-05-24,Defective,4454.87
RET008777,SAL068047,2021-06-19,Customer Changed Mind,2118.0
RET008778,SAL027526,2019-11-27,Defective,1880.67
RET008779,SAL036534,2018-02-04,Late Delivery,5184.46
RET008780,SAL054035,2025-01-08,Defective,194.14
RET008781,SAL086662,2022-12-05,Defective,7548.36
RET008782,SAL056010,2018-12-09,Customer Changed Mind,642.0
RET008783,SAL003735,2020-03-11,Wrong Item,7569.77
RET008784,SAL002001,2021-01-13,Wrong Item,2680.16
RET008785,SAL172312,2020-02-29,Customer Changed Mind,1946.89
RET008786,SAL074406,2018-09-07,Customer Changed Mind,3148.28
RET008787,SAL177865,2017-08-20,Defective,4910.72
RET008788,SAL064056,2019-07-28,Late Delivery,9434.48
RET008789,SAL175936,2017-05-27,Wrong Item,-66.76
RET008790,SAL183946,2024-01-17,Wrong Item,1214.44
RET008791,SAL061599,2021-11-06,Customer Changed Mind,1689.05
RET008792,SAL122408,2023-10-19,Late Delivery,2270.14
RET008793,SAL122227,2024-09-11,Late Delivery,2158.39
RET008794,SAL027754,2019-11-15,Late Delivery,267.41
RET008795,SAL196545,2018-09-25,Defective,1924.15
RET008796,SAL129902,2019-07-01,Late Delivery,4623.61
RET008797,SAL041940,2022-06-09,Customer Changed Mind,2169.24
RET008798,SAL010194,2022-09-06,Defective,1709.74
RET008799,SAL185946,2023-07-23,Wrong Item,1457.06
RET008800,SAL185075,2023-11-29,Late Delivery,480.45
RET008801,SAL006585,2023-03-18,Wrong Item,2262.12
RET008802,SAL107342,2019-11-22,Wrong Item,5398.53
RET008803,SAL011171,2021-07-27,Late Delivery,527.96
RET008804,SAL000592,2022-04-06,Late Delivery,1120.36
RET008805,SAL089164,2019-10-16,Late Delivery,2279.57
RET008806,SAL087805,2018-07-03,Late Delivery,1281.06
RET008807,SAL126561,2024-11-03,Customer Changed Mind,3931.69
RET008808,SAL131791,2021-03-03,Wrong Item,2659.79
RET008809,SAL136914,2019-09-26,Late Delivery,5933.29
RET008810,SAL154011,2017-05-10,Defective,370.73
RET008811,SAL023138,2023-05-26,Customer Changed Mind,1075.93
RET008812,SAL057942,2023-05-14,Defective,2939.47
RET008813,SAL010053,2022-01-20,Defective,1355.26
RET008814,SAL076749,2021-01-04,Customer Changed Mind,5016.06
RET008815,SAL013828,2019-07-28,Defective,360.56
RET008816,SAL143618,2021-08-25,Customer Changed Mind,540.78
RET008817,SAL117735,2018-01-10,Late Delivery,3097.23
RET008818,SAL157142,2021-09-11,Defective,1319.83
RET008819,SAL069845,2022-04-05,Late Delivery,3875.64
RET008820,SAL158877,2023-11-03,Late Delivery,1501.23
RET008821,SAL190448,2018-09-20,Customer Changed Mind,2010.33
RET008822,SAL075447,2021-09-25,Late Delivery,89.45
RET008823,SAL128232,2020-09-25,Defective,7291.94
RET008824,SAL087644,2017-04-23,Late Delivery,5563.56
RET008825,SAL007701,2023-06-30,Wrong Item,72.79
RET008826,SAL023960,2023-01-31,Customer Changed Mind,6583.32
RET008827,SAL055345,2017-09-09,Wrong Item,5629.84
RET008828,SAL018012,2018-02-05,Customer Changed Mind,996.93
RET008829,SAL010616,2019-11-18,Customer Changed Mind,1181.57
RET008830,SAL095368,2017-12-04,Wrong Item,6296.84
RET008831,SAL161810,2017-11-17,Wrong Item,2316.94
RET008832,SAL037257,2022-04-22,Late Delivery,4649.53
RET008833,SAL164770,2017-08-15,Customer Changed Mind,2060.58
RET008834,SAL120548,2024-01-24,Wrong Item,5870.6
RET008835,SAL053248,2018-11-22,Wrong Item,1082.36
RET008836,SAL050509,2018-10-26,Customer Changed Mind,277.03
RET008837,SAL139191,2022-12-17,Wrong Item,8407.33
RET008838,SAL147128,2018-08-13,Defective,127.84
RET008839,SAL177879,2022-02-26,Late Delivery,1003.18
RET008840,SAL037338,2021-06-28,Defective,1977.46
RET008841,SAL095594,2019-03-27,Defective,1754.93
RET008842,SAL117143,2021-09-02,Defective,5567.55
RET008843,SAL098248,2019-05-01,Defective,8378.57
RET008844,SAL070810,2017-05-14,Customer Changed Mind,1505.97
RET008845,SAL084315,2018-11-02,Customer Changed Mind,1045.86
RET008846,SAL185885,2022-05-06,Late Delivery,4500.81
RET008847,SAL047793,2020-11-13,Late Delivery,2285.37
RET008848,SAL027556,2017-11-23,Wrong Item,4108.12
RET008849,SAL070037,2022-05-26,Customer Changed Mind,548.13
RET008850,SAL078034,2017-09-16,Wrong Item,596.44
RET008851,SAL111707,2022-04-28,Customer Changed Mind,4924.09
RET008852,SAL128379,2021-10-28,Defective,570.75
RET008853,SAL008275,2023-10-13,Late Delivery,1322.24
RET008854,SAL077594,2017-02-16,Defective,3854.79
RET008855,SAL160498,2022-01-26,Defective,1612.52
RET008856,SAL164072,2023-02-17,Late Delivery,2324.0
RET008857,SAL010696,2018-04-04,Late Delivery,1235.96
RET008858,SAL150380,2024-07-28,Customer Changed Mind,4482.66
RET008859,SAL042048,2017-07-19,Late Delivery,540.82
RET008860,SAL187593,2020-03-12,Wrong Item,4256.29
RET008861,SAL082161,2019-07-25,Defective,1588.58
RET008862,SAL129823,2020-04-21,Wrong Item,164.66
RET008863,SAL115360,2021-09-03,Wrong Item,1516.71
RET008864,SAL191398,2017-10-18,Late Delivery,389.35
RET008865,SAL010918,2018-07-07,Wrong Item,1550.4
RET008866,SAL116337,2017-09-25,Late Delivery,5065.01
RET008867,SAL067317,2019-11-27,Customer Changed Mind,3343.4
RET008868,SAL133534,2021-06-05,Defective,2391.09
RET008869,SAL110530,2020-11-06,Late Delivery,1991.71
RET008870,SAL128398,2020-09-11,Late Delivery,5595.12
RET008871,SAL064779,2018-04-02,Defective,725.74
RET008872,SAL146889,2023-07-30,Defective,822.18
RET008873,SAL191508,2023-12-24,Customer Changed Mind,531.54
RET008874,SAL012874,2019-01-02,Customer Changed Mind,7312.57
RET008875,SAL199188,2023-05-12,Wrong Item,522.31
RET008876,SAL092531,2020-06-03,Wrong Item,1447.47
RET008877,SAL140609,2022-06-21,Wrong Item,2130.85
RET008878,SAL137830,2023-06-12,Customer Changed Mind,694.0
RET008879,SAL131636,2021-10-04,Wrong Item,312.83
RET008880,SAL146734,2017-09-24,Customer Changed Mind,4453.15
RET008881,SAL178614,2022-10-12,Late Delivery,3782.34
RET008882,SAL028475,2020-06-21,Defective,3602.69
RET008883,SAL044447,2022-07-17,Customer Changed Mind,6360.78
RET008884,SAL083707,2017-06-23,Customer Changed Mind,6415.13
RET008885,SAL198339,2018-12-03,Defective,1014.89
RET008886,SAL004049,2020-02-01,Wrong Item,1669.43
RET008887,SAL049097,2023-07-09,Defective,3009.25
RET008888,SAL011143,2019-08-28,Customer Changed Mind,2585.51
RET008889,SAL055975,2021-12-28,Customer Changed Mind,692.25
RET008890,SAL088964,2022-06-30,Defective,5587.2
RET008891,SAL026123,2020-11-04,Customer Changed Mind,5730.89
RET008892,SAL105620,2019-06-15,Late Delivery,1409.76
RET008893,SAL144675,2020-04-12,Wrong Item,4003.24
RET008894,SAL051201,2017-05-28,Late Delivery,6698.38
RET008895,SAL033911,2019-06-27,Customer Changed Mind,1932.6
RET008896,SAL127879,2023-02-02,Defective,572.95
RET008897,SAL135918,2020-11-18,Customer Changed Mind,1845.84
RET008898,SAL092774,2018-11-18,Late Delivery,1268.54
RET008899,SAL002670,2023-09-30,Defective,726.28
RET008900,SAL010306,2022-01-15,Customer Changed Mind,2550.36
RET008901,SAL134751,2020-04-12,Wrong Item,7431.12
RET008902,SAL016573,2021-04-02,Customer Changed Mind,483.89
RET008903,SAL158177,2021-04-16,Late Delivery,6611.89
RET008904,SAL082008,2023-11-10,Wrong Item,4717.43
RET008905,SAL009230,2024-12-31,Customer Changed Mind,3643.07
RET008906,SAL137696,2018-01-08,Defective,900.27
RET008907,SAL100174,2023-03-03,Customer Changed Mind,9609.03
RET008908,SAL058952,2018-07-29,Late Delivery,3158.29
RET008909,SAL033173,2023-11-17,Defective,2095.35
RET008910,SAL184437,2023-08-10,Late Delivery,1705.11
RET008911,SAL031222,2021-04-10,Customer Changed Mind,3225.68
RET008912,SAL195504,2021-07-22,Defective,1687.01
RET008913,SAL110497,2018-11-04,Late Delivery,5271.31
RET008914,SAL045201,2018-11-16,Late Delivery,5423.7
RET008915,SAL174219,2017-07-18,Late Delivery,2593.95
RET008916,SAL158373,2019-06-27,Wrong Item,6619.21
RET008917,SAL007794,2018-04-08,Wrong Item,8491.58
RET008918,SAL128649,2023-10-03,Late Delivery,2092.38
RET008919,SAL065238,2020-04-11,Late Delivery,335.91
RET008920,SAL152503,2020-04-22,Defective,4910.23
RET008921,SAL022984,2024-08-17,Customer Changed Mind,2541.0
RET008922,SAL193710,2018-01-01,Late Delivery,1746.35
RET008923,SAL114861,2017-06-20,Customer Changed Mind,5979.69
RET008924,SAL142021,2024-03-04,Wrong Item,3025.9
RET008925,SAL030456,2019-08-09,Late Delivery,1711.68
RET008926,SAL087928,2017-04-15,Defective,880.25
RET008927,SAL127675,2024-04-05,Customer Changed Mind,1188.0
RET008928,SAL137716,2021-07-27,Defective,6537.91
RET008929,SAL037427,2019-08-11,Wrong Item,227.16
RET008930,SAL117315,2023-02-24,Customer Changed Mind,3699.42
RET008931,SAL051568,2024-01-21,Defective,1650.58
RET008932,SAL013088,2021-04-23,Late Delivery,4915.28
RET008933,SAL069024,2018-01-25,Defective,3509.56
RET008934,SAL078758,2019-03-05,Defective,3427.32
RET008935,SAL110086,2022-06-09,Defective,3427.59
RET008936,SAL053271,2019-12-07,Wrong Item,999.84
RET008937,SAL015914,2021-06-07,Wrong Item,1307.33
RET008938,SAL086890,2018-08-26,Late Delivery,3468.3
RET008939,SAL011810,2019-04-03,Customer Changed Mind,1867.62
RET008940,SAL154635,2020-04-05,Defective,2125.77
RET008941,SAL032386,2017-10-29,Wrong Item,9492.41
